name_code	distribution
380939	Indo-Pacific: East Africa to the Hawaiian, Marquesan, and Ducie islands, north to southern Japan, south to Australia and the Austral Islands; throughout Micronesia.
380940	Indo-West Pacific: Red Sea and South Africa  and Mauritius  to southern Japan, southwest Sumatra to Bali Strait, Timor Sea in Indonesia, the Arafura Sea, Darwin to Northwest Cape, Australia and from New Zealand
380941	Eastern Atlantic: Madeira and the Canary Islands to Senegal, Gulf of Guinea and South Africa. Western Atlantic: southern Scotian Shelf, Canada to Greater Antilles, western Caribbean, Panama and northern Gulf of Mexico. Indo-Pacific: off Natal (South Afric
380942	Northwest Pacific: Kyushu-Palau Ridge and Hawaii. Could possibly be off Viet Nam (Moore, pers. comm.).
380943	Northwest Pacific: along the southern coast of Japan (south of Tokyo), in Sagami and Suruga Bays and in the Sea of Japan
380944	Indo-West Pacific: Natal in South Africa, Somalia, the United Arabic Emirates on the Madagascar Ridge  to Japan (Jon Moore, pers. comm.) and Indonesia. Southeast Atlantic: off Namibia and Cape Town, South Africa.
380945	North Pacific: southern Japan  and Hawaii
380946	Indian Ocean: Saya de Malha. Mediterranean Sea: Nazareth Banks. Northwest Pacific: Kyushu-Palau Ridge Known also off Somalia (Moore, pers. comm.).
380947	Widespread tropical Indo-Pacific from the Red Sea and East Africa to the Solomon Islands, north to southern Japan, south to northern Australia. It is a common species in Taiwan and present in all coastal waters.
380948	Widespread tropical Indo-Pacific from the Red Sea and East Africa to the Solomon Islands, north to South China Sea, south to northern Australia. It is rare in waters around Taiwan.
380949	Distributed in Indo-West Pacific from Africa eastward to Okinawa; also Indonesia, Gulf of Thailand, and Western Australia. It found in southern Taiwanese waters.
380950	Widespread in tropical Indo-West Pacific from the Red Sea and Madagascar to Indonesia, Gulf of Thailand, New Guinea, and the Philippines; north to Taiwan and Okinawa; south to New Guinea, the Arafura Sea, northern Australia, and Fiji..
380951	Distributed in Northwest Pacific from China, apparently south to Viet Nam. Specimens were recorded from Phuket Island, Thailand (Andaman Sea). It found in western and southern Taiwanese waters.
380952	Widespread in warmer waters of Indo-Pacific from the Persian Gulf to India, Indonesia, Malaysia, Thailand, the Philippines, and Taiwan. It found in western Taiwanese waters and Penghu Is..
380953	Distributed in Indo-Pacific from Suez and western Indian Ocean to India, Indonesia, Malaysia, and Thailand; northward to Taiwan and eastward to Caroline and Marshall Islands and perhaps also Solomon islands. It found in western and southern Taiwanese wate
380954	A circumtropical species. Broadly distributed in all tropical and subtropical waters. It is very common in all Taiwanese waters.
380955	Distributed in Western Indian Ocean from Red Sea and possibly Gulf of Aden; an immigrant into eastern Mediterranean; and possibly found in Taiwan.
380956	Widespread Indo-West Pacific from entire eastern coast of Africa, Madagascar, Mauritius eastward to Japan, including Indonesia, eastern Australia, south to New Caledonia, and eastward to Samoa. It commonly found in western, southern and northern Taiwanese
380957	Distributed in Indo-West Pacific; probably all coasts of Indian Ocean, from Gulf of Oman and Gulf of Aden south to Transkei, South Africa and Madagascar, across the Bay of Bengal, Gulf of Thailand, Java Sea and north to South China Sea and east to Papua N
380958	Distributed in Indo-West Pacific from Sea of Japan north to Vladivostok on mainland; also Yellow Sea, including Gulf of Pohai and East China Sea south to Taiwan and Hong Kong. It found in western, southern and northern Taiwanese waters, and Penghu Is..
380959	Distributed in Western Central Pacific from Ryukyu Islands to Queensland and Papua New Guinea. It found in western, soutnern and northern Taiwanese waters, and Penghu Is..
380960	Distributed in Western Pacific from Matsushima Bay, Sea of Japan southward to Taiwan, Hong Kong, the Philippines, and a single record from Gulf of Thailand. It found in western, southern and northern Taiwanese waters, and Penghu Is..
380961	Distributed in Indo-West Pacific from Gulf of Aden north to the Persian Gulf, then eastward to the Andaman Sea, South China Sea and the Philippines, and north to southern tip of Korea. It found in southwestern Taiwanese waters.
380962	Distributed in Indo-West Pacific from Red Sea, Persian Gulf, East African coasts, Madagascar eastward to Indonesia and the Arafura Sea; north to Taiwan and south to Papua New Guinea. It found in western and southern Taiwanese waters, and Penghu Is..
380963	Distributed in Indo-West Pacific from southern India and Bay of Bengal to the Philippines and Taiwan, also eastern tip of Papua New Guinea. It found in western and southern Taiwanese waters, and Penghu Is..
380964	Distributed in Indo-West Pacific from East African coasts and Madagascar eastward to Indonesia. Also in the Persian Gulf, but not in the Red Sea; north to Taiwan and Korea; south to the Arafura Sea and northern Australia. It is common in waters around Tai
380965	Distributed in eastern Taiwanese waters, possibly south to Hong Kong.
380966	Distributed in Western Indian Ocean from western coasts of southern India, from Bombay south to Sri Lanka; also to Madagascar and Mauritius, and  Northwest Pacific in Taiwan, Hong Kong and Viet Nam. It very rare and only found in southern Taiwanese waters
380967	Distributed in Indo-West Pacific from Phuket, Thailand, southern coasts of Java and Bali to Western Australia, north to the Philippines, Hong Kong, Taiwan, and southern Japan. It is common in waters around Taiwan.
380968	Indo-West Pacific from Gulf of Aden south to Madagascar and Mauritius, apparently not south of Bombay nor in northern Bay of Bengal, Indonesia, northward to Taiwan and eastward to Samoa. It is common in waters around Taiwan.
380969	Distributed in Indo-West Pacific From Arabian Sea, Gulf of Aden, the Persian Gulf and Bombay eastward to Indonesia,  north to Taiwan. It is a common species in Taiwan except eastern part.
380970	Western Pacific from southern coasts of Japan south to about Taiwan. It found in western and northern Taiwanese waters, and Penghu Is..
380971	Indo-Pacific from southern Africa to the eastern Pacific. It very rare in Taiwanese waters.
380972	Widely distributed in Indo-Pacific from Red Sea, east to Samoa and the Tuamoto Islands, north to Japan, south to southeastern and western Australia. It is common in waters around Taiwan.
380973	Only distributed in China and possibly southward into South China Sea, but records uncertain. Eastern Indian Ocean: two specimens collected from Phuket Island, Andaman Sea. It has found in western Penghu Is. before.
380974	Very widespread in tropical and subtropical waters of Indo-Pacific, from Red Sea, East African coast to at least northern Madagascar, eastward to Bay of Bengal; southern Japan southward to northern coasts of Australia; eastward to Solomon Islands, New Cal
380975	Very widespread in tropical and subtropical waters of Indo-Pacific, from Red Sea and Persian Gulf south to perhaps Durban in South Africa, Pakistan, India, Sri Lanka, and probably Burma. Also from southern Japan to China, Philippines, Thailand, Indonesia
380976	Distributed in Western Pacific Ocean, from southern Sakhalin Islands, Sea of Japan and Pacific coasts of Japan, and south to almost to Taiwan. It is very common in all Taiwanese waters,  expecially in northern part.
380977	Eastern Indian Ocean: northern and eastern Bay of Bengal coasts, including the Andaman Islands; perhaps southward from the Godavari river. Western Pacific: northern coast of Australia, Arafura Sea (Ref. 9819), Gulf of Papua, Sarawak, presumably the Philip
380978	Broadly distributed in tropical and subtropical waters of Indo-West Pacific, from Gulf of Aden to Zanzibar, northern Madagascar and Mauritius (but not from Red Sea or Persian Gulf) eastward to Hong Kong, Taiwan and Papua New Guinea. It is common from the
380979	Widely distributed in tropical and subtropical waters of Indo-Pacific, from Red Sea and South Africa, including the Persian Gulf, Madagascar and Mauritius eastward to Hong Kong, the Arafura Sea, northern and eastern coasts of Australia and further east to
380980	Very widespread in western Pacific (Gulf of Thailand eastward to Hong Kong, northern and northeastern coasts of Australia south to Mackenzie Island, Queensland; north to Caroline Islands and Mariana Islands, south to New Caledonia, and further east to Sam
380981	Distributed in tropical water of Western Pacific, from Viet Nam to Korea. It is common in the northtern, western and southern parts Taiwan.
380982	Broadly distributed in tropical and subtropical waters of Indo-Pacific, from coasts of Pakistan, India, Myanmar and south of Penang; apparently not yet found in Gulf of Oman or the Persian Gulf; Malaysia, Indonesia north to Taiwan, no records from Papua N
380983	Distributed in tropical and subtropical coastal waters of Indo-Pacific from Persian Gulf eastward to Myanmar, Andamans and Pinang; Taiwan south to Arafura Sea. It is common from the northwestern to southern parts Taiwan.
380984	Distributed in coastal waters of Indo-West Pacific from Penang and Andaman coast of Thailand and southern Thailand to Singapore, southern Kalimantan, Java, Sulawesi, mainland china and Taiwan. It is common in western Taiwan and Pescadores.
380985	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific from Gulf of Oman south to Port Alfred, no records from the Red Sea and Madagascar; coasts of Pakistan, India, probably Burma; Thailand, Indonesia, Philippines to Taiwan;
380986	Widespread in Indo-West Pacific from Pondicherry, through Java Sea, northern Australian coast to Queensland, to East China Sea; north to Korea and southern Japan, as far as Osaka on the Pacific coast and Fukuoka in Sea of Japan, also Peter the Great Bay i
380987	Distributed in Indo-Pacificfrom Malabar coast to Calcutta, to Java Sea (off Java), Arafura Sea, South China Sea and north to Taiwan. It found in western and northern Taiwanese waters, and Penghu Is..
380988	Distributed in tropical waters of Indo-West Pacific from the Gulf of Oman to at least Madras, perhaps to the north and along the coasts of Burma, certainly at Penang, Singapore, Java Sea, Thailand,  South China Sea and Taiwan. It found in western and nort
380989	Tropical Indo-West Pacific from western Gulf of Oman to Durban, South Africa, also Madagascar, Thailand, India to Indonesia, Papua New Guinea, the Philippines, Taiwan and to north- and southwestern Australia. It very rare and only found in southeastern Ta
380990	Endemic to rivers between Lanyang River and Choshui River that are located at eastern portion of Central Mountain Range (CMR) of Taiwan.
380991	Endemic to western portion of Central Mountain Range (CMR) of Taiwan.
380992	Endemic to eastern portion of Central Mountain Range (CMR) of Taiwan. Presently known from branches at high elevation of Hualien River, Hsiukuluan River and Peinan River.
380993	Endemic to western Taiwan, found in Tachia River, Tatu River, Choshui River, Tsengwen River and Kaoping River.
380994	Extensively distributed in Eurasia. Distribution of Taiwan was restricted in rivers of west portion of Central Mountain Range.
380995	Extensively distributed in East Asia, from Japan to Taiwan. Spread on whole island of Taiwan.
380996	Distributed over south from middle China and Taiwan.
380997	Endemic to western portion of Taiwan, had been introduced to eastern portion.
380998	Endemic to eastern and northern portion of Taiwan.
381000	Endemic to western portion of Taiwan, had been introduced to eastern portion.
381002	Endemic to Japan. Populations of Taiwan were introduced.
381003	Distributed to Vietnam and southern China, populations of Taiwan were introduced.
381005	Extensively distributed Vietnam to Siberia. Used to be found in southwestern Taiwan, some had been introduced to northern drainages.
381008	Distributed to eastern China and northern Taiwan.
381009	Endemic to Tatu River and Choshui River of middle Taiwan.
381011	Wildly distributed to eastern Asia, from Vietnam to Russia. In Taiwan, its’ habitats are limited, can be found only in Tanshui River and Touchien River.
381012	Extensively distributed to eastern Asia, including Vietnam, China, Korea, Russia and Taiwan. Can be found in western portion of Taiwan.
381013	Wildly distributed to eastern Asia, including China and Siberia. Populations of Taiwan were introduced.
381015	Distributed to lakes of Yangtze River. Had been introduced to Taiwan and can be found in lakes and ponds of southern Taiwan.
381016	Endemic to western portion of Taiwan, can be found from Taan River to Kaoping River.
381017	Endemic to western portion of Taiwan, can be found from Houlung River to Tanshui River.
