name_code	diagnosis
380767	HL 8.2-8.8, DGO 8.8-11.0, TR 2.9-3.0 in TL, Vert 133-139. Snout blunt, lower jaw extruded, thorax skin and abdomen loose and swollen. Yellowish body anteriorly, gradually becoming dark-brownish posteriorly; with numerous, round, dark-edged whitish spots which  are smaller and denser anteriorly. Gill opening in a blackish spot; brightly yellowish inner mouth skin.
380768	HL 7.3-7.6, DGO 15.0-17.7, TR 2.8-3.0 in TL, Vert 127-133. Whitish body, with round-hollow black spots on the body; spots fewer and clearer when young but obscured by addition of many little dots between large spots in adult. Iris has black cross spots.
380769	HL 6.6-6.9, DGO 14.1-14.2, TR 3.3-3.6 in TL, Vert 120. Teeth with serrated edges. Uniformly brownish body, with blackish fin margins. Dark-brownish ocular region. Slightly  blackish anterior and posterior nostrils, pores of jaws, and gill opening. Lateral line pores more or less whitish. Uniformly whitish inner mouth skin.
380770	HL 7.1-8.3, DGO 15.8-18.3, TR 3.0-3.2 in TL, Vert 135-138. Jaws pointed and elongated. Ground color reddish brown, with numerous obscure large pale spots which, closer to the tail, get smaller and more distinct; the spots on top of head denser and smaller; chin and breast pale without spots. Slightly blackish gill opening; corner of mouth and thoracic creases blackish. Yellowish iris when alive.
380771	HL 7.0-7.6, DGO 12.5-16.7, TR 2.9-3.1 in TL, Vert 128-131. Very variable body color; ground color from pale, greenish, brown yellowish to brownish. Obscure dark-brownish spots separated by many thin incomplet networks form several rows along the body. These network lines will grow more unclear with age. The head is a little reddish when alive; dorsal fin has thin whitish margin, lower jaw generally paler in adults.
380772	HL 6.8-8.1, DGO 10.0-10.1, TR 2.6-2.8 in TL, Vert 125-128. Upper jaw slightly curved downward. Ground color yellowish brown to brownish body; with numerous large obscure dark brownish spots in 3-5 rows along the body side; many small brownish dots speckled about the body. Fin has posterior dark margin, caudal fin has comb-like dark brownish bands.
380773	HL 7.1-7.3, DGO 17.8-18.4, TR 3.1-3.3 in TL, Vert 137-138. Tail thin and slender; upper jaw parrot-like; swollen thorax. Ground color white to yellow body; with 17-20 incomplete brownish crossbands composed of numerous little brownish dots, denser at abdomen. Space between bands coverd with some brownish dots notably on the upper part of body.
380775	HL 7.6-7.7, DGO 17.4-17.5, TR 3.2 in TL, Vert 132-135. The body is translucent or whitish yellow when young, dark brownish as adult. Body has 16-18 dark brownish  cross bands which disconnect at abdomen. In large size individuals, the space between two  cross bands has one obscure brownish spot near the dorsal and anal fin margin. Dorsal and anal fin margin paler. Blackish anterior nostrils, mouth corners and inner mouth skin, Yellowish top of adult head.
380777	HL 6.8-8.1, DGO 13.9-16.5, TR 3.0-3.5 in TL, Vert 131-133. Ground  color blackish brown to greenish brown body with numerous wavy, net-like whitish lines across the body. Darker snout; Yellowish green top of head when alive; darker mouth corner in some individuals.
380778	HL 7.1-8.5, BD 13.3-20, TR 2.8-3.3 in TL. TV 148-153. Dorsal fin moderately high, its origin before gill opening. Anus before mid-body. Jaw teeth sharp and uniserial. Body creamy light brown with 30-36 distinct, narrow, dark crossbars extending onto fins (some bars on most specimens Y-shaped). Anterior part of head uniformly light brown. Anal fin with a white margin. MVF 5-58-151.
380779	HL 6.4-7.2, DGO 15.7-19.0, TR 3.3-3.4 in TL, Vert 122-126. Body smaller, rarely exceeding 40 cm TL. Jaws pointed and elongated, slightly curved. Ground color light brownish body, with many vertical irregular dark brownish bars on body side; tail with oblique, thick, comb-like, dark-brownish bands; each jaw pore within a whitish bar, a broad blackish brown bar extends backward from eye; face has several extend whitish bars.
380780	HL 16.2, DGO 52, TR 3.3 in TL; Vert 210. Body very elongated, and ribbon-like. Uniformly creamy-white body has bright white fin margins. Depth of dorsal fin higher. Anterior third of head has numerous small black dots, black cephalic lateral-line pores and branchial pores.
380781	HL 15.4-17.7, DGO 71-86, TR 3.3-3.8 in TL; Vert 250-270. Body very slender, the pointed snout with a barbel-like appendage and 3 similar ones on the symphysis of the lower jaw. Black juveniles, blue male adults, yellow female adults; dorsal fin is always yellow with white margin; frequently blackish anal fin with white margin; a yellowish stripe on mandible in juvenile, yellow jaws and gill-openings in adult.
380782	HL 13, DGO 29, TR 1.7 in TL; Vert 116. Posterior nostrils tubular, equal to anterior nostril in length, all are whitish. Body elongated. Tail length about 3 in total length. Generally yellow to orange body, blotched with roundish dark-brown spots. Jaws speckled with many small dark-brown spots.
380783	HL 8.9-11.5, DGO 31-46, TR 2.6-3.5 in TL; Vert 183-191. Body very elongated, probably the longest moray. Gap of mouth deep; blood capillaries under the skin visible when alive. Uniformly brown body, upper head, dorsal area and the posterior fin edges darker.
380784	HL 7.0-7.7, DGO 16.9-18.1, TR 2.8-2.9 in TL; Vert 115-120. Posterior nostrils short tubular-like. Swollen nasal cavity. Black or black-brown body, sometimes black-green when alive, with many brown snowflake blotches all over the body. Whitish cephalic lateral line pores.
380785	HL 7.6-8.5, DGO 17.2-22.5, TR 2.2-3.0 in TL; Vert 115-120.  Pale lower head and body parts, gray-brown with a network of web-like brownish thin lines.
380786	Body long and slender, caudal attenuated, anus fin below the base of pectoral. A large lateral-line pore in a row; anus far from the pectoral; upper and lower jaw extending forwards and atteuuatedly. Teeth arrange closely, in a band. Vomerine teeth wider than upper jaw teeth. Dorsal fin origin in advance of gill slit. Vertebra 181-212. Total length 51.3 of body depth, 10.5 of head length; caudal length 10.6 of the length from head to trunk; head length 1.6 of snout length; snout length 7.1 of diameter of eye. Rictus beyond rear margin of eye. Tongue fixed.Tail long and sdender caudal confluent with dorsal anal. Dorsal part pale, black below.
380787	Body very elongate, tapering tail. BD. 48, HL. 11 in TL.; eye 11, snout 2.5 in HL.; Tail 2.8 in length of head and trunk.  Jaws projected, lower jaw shorter than upper where intermaxillary teeth exposed. Snout pointed. Anterior nostrils in slits at snout tip. Posterior nostrils slits in front of eyes. Tongue fixed. Teeth small, caniniform. Intermaxillary teeth small canines forming a round bunch. Vomer with a row of 9-11 canines. Gill opening small. Pectoral fin absent. Origin of dorsal fin behind gill opening. Lateral line present, pores distinct. Color in formalin pale white, blackish in dorsal, snout and interorbital. Tail fin black posteriorly.
380788	Body attenuated. Pectoral fin absent. Color uniform. Eye small, under the skin, Snout  short, Margins of upper lips unfolded. Teeth small, corical, Teeth of upper and lower jaws anterior in 2 rows, Posterior in 1 row. Vomerine teeth irregular in 2 rows;  premaxillary teeths mall in a patch, Dorsal fin origin before gill slit. Total length 64.0 of body depth, 22.9 of head length; caudal length 1.1 of the length from head to trunk; head length 8.8 of snout length; snout length 1.6 of the diameter of the eye. Rictus extending over rear of eye. Anus slightly behind half of body. Caudal fin absent. Body yellowish brown, pale below. Dorsal and anal fin white.
380792	Upper jaw longer than lower, upper nostril tubule, posterior nostril slit-like. Dorsal fin and anal fin posterior fin-ray longer. Pectoral fin well developed. Teeth small, conical, premaxillary teeth 3 or 4 rows. Teeth of lower jaw irregular 2 rows. Vomerine teeth 2 rows. Dorsal fin origin behind gill slit. Total legnth 43.5 of body depth 8.9 of head length; caudal length1.8 of the length from head to trunk; head length 4.4 of snout length; snout length 2.9 of the diameter of the eye. Pectoral-fin length 1.7 of snout length. Body slender,snout pointed, eye small. Rictas over the posteriormargin of the eye. Anus locate on the 2/5 part of the body. Anus fin closely behind the anus. Chips present on the margins of the upper lip. Body color brown. .
380794	Hend short, pectoral fin miniute, dorsal fin origin behind gill slit. Vertebrate 153-155. Total langth 52.3 of body depth, 14.2 of head length; caudal length 1.0 of the length from head to trunk; head length 4.5 of snout length; snout length 2.8 of diameter of eye. Pectoral fin 0.5 of snout length. Snout pointed. Eye small. Rictus beyond rear margins of eye. Aanus on the midpoint of body. Anal fin closely behind anus. Dorsal, anal fin end near the tip of tail. Body color pale with brown bands, which wider than the distance botween.
380797	Snout short, pointed. Anus on the anterior half. Upper jaw longer than lower jaw in 2 rows, teeth molariform or granular. Dorsal fin origin in advance of gill slit. Vertebrae 197-201. Total length 36.5 of body depth, 14.6 of head; caudal length 1.4 of the length from head to trunk; head length 5.0 of snout length; snout length 1.4 of the diameter of the eye. Eye large. Rictus beyond rear of eye. Dorsal and anal end far from tip of tail. Body brownish-white with 24 to 34 jet black rings. Caudal fin absent. Tips of snout tail white.
380799	Anterior nostril tubule. Body long, cylindrical. Caudal fin soft and fin rays obvious. Pectoral fin noderately developed. All in one row; premaxillary teeth 5. Dorsal fin origin after behind anus over 3 of eye diameter.Total length 47.2 of body depth, 11.1 of head length; caudal length 1.7 of the length from head to trunk; head length 4.5 of snout length; snout length 2.8 of the diameter of eye; length of pectoral fin 0.6 of snout length. Rictus beyond rear margin of eye. Anal fin closely behind anus. Body grayish. Dorsal and anal white.Tip of anal dark brown.
380803	Snout short and blunt. Upper jaw longer than lower.Teeth conical; jaw teeth conical in 1 row; premaxillary teeth 4 to 5. Vomerine teeth conical, in 1 row. Dorsal fin origin behind pectoral. Vertebrae 151. Total length 33.0 of body depth, 11.9 of head length; caudal length 1.7 of the length from head to trunk; head length 5.5 of snout length; snout length 1.9 of diameter of eye. Anterior nostril tubule. Posterior rostril slit-like. Rictus beyond rear margin of eye. Tail end of dorsal and anal elevated. Caudal fin absent.Tongue fixed. Body light brown, pale below.
380807	Snout short and blunt. Upper jaw longer than lower.Teeth conical; jaw teeth conical in 1 rows; premaxillary teeth 4,  arrange in half a circle. Vomerine teeth anterior 5 in 2 rows, posterior in 1 row. Dorsal fin origin behind gill slit. Vertebrae 133-142. Total length 25.3-26.9 of body depth, 8.6-10 of head length; caudal length 1.3-1.4 of the length from head to trunk; head length 5.6 of snout length; snout length 1.7 of the diameter of the eye. Anterior nostril tubule, posterior rostril slit-like. Rictus beyond rear margin of eye. End of dorsal and anal elevated. Caudal fin absent.Tongue fixed. Body light brown, pale below. Dorsal fin brown with whitish end, anal fin white.
